year,nation,player,player_id,dob,local_team,role,surname,age,wc_played,odis,bat_avg,centuries,bowl_avg,fives
2007,south_africa,André Nel,46569,15 July 1977,Titans,,,,,54,9.2,0,28.08,0
2007,south_africa,Makhaya Ntini,46592,6 July 1977,Warriors,,,,,139,9.93,0,22.75,4
2007,south_africa,Robin Peterson,46750,4 August 1979,Warriors,,,,,32,12.27,0,58.8,0
2007,south_africa,Shaun Pollock,46774,16 July 1973,Dolphins,,,,,269,24.87,0,23.87,4
2007,south_africa,Ashwell Prince,46788,28 May 1977,Cape Cobras,,,,,38,39.54,0,,
2007,south_africa,Roger Telemachus,47539,27 March 1973,Eagles,,,,,37,6.08,0,27.94,0
2007,bangladesh,Habibul Bashar,55906,17 August 1972,Khulna,c,,,,94,21.64,0,142,0
2007,bangladesh,Abdur Razzak,56283,15 June 1982,Khulna,,,,,32,13.88,0,19.65,1
2007,bangladesh,Aftab Ahmed,56266,10 November 1985,Chittagong,,,,,49,28.51,0,51.6,1
2007,bangladesh,Farhad Reza,55894,16 June 1986,Rajshahi,,,,,12,28.87,0,160,0
2007,bangladesh,Javed Omar,55935,25 November 1976,Dhaka,,,,,53,23.79,0,,
2007,bangladesh,Mashrafe Mortaza,56007,5 October 1983,Khulna,,,,,51,17.1,0,28.73,1
2007,bangladesh,Mohammad Ashraful,55988,9 September 1984,Dhaka,,,,,85,20.64,1,34.4,0
2007,bangladesh,Mohammad Rafique,55973,5 September 1970,Dhaka,,,,,108,13.51,0,38.6,1
2007,bangladesh,Mushfiqur Rahim,56029,1 September 1988,Rajshahi,wk,,,,5,24,0,,
2007,bangladesh,Rajin Saleh,56074,20 November 1983,Sylhet,,,,,43,23.92,1,30.6,0
2007,bangladesh,Shakib Al Hasan,56143,24 March 1987,Khulna,,,,,14,45.12,0,24.93,0
2007,bangladesh,Shahadat Hossain,56149,7 August 1986,Dhaka,,,,,16,7,0,25.9,0
2007,bangladesh,Shahriar Nafees,56153,25 January 1986,Barisal,,,,,35,40.21,3,,
2007,bangladesh,Syed Rasel,56160,3 July 1984,Khulna,,,,,18,5,0,25.15,0
2007,bangladesh,Tamim Iqbal,56194,20 March 1989,Chittagong,,,,,,,,,
2007,bangladesh,Tapash Baisya,56176,25 December 1982,Sylhet,,,,,52,11.77,0,40.48,0
2007,bermuda,Irving Romaine,23725,8 August 1972,Baileys Bay,c,,,,14,30.84,1,39,0
2007,bermuda,Delyone Borden,23756,4 March 1985,St. David's,,,,,3,12.5,0,28.33,0
2007,bermuda,Lionel Cann,23681,3 October 1972,Southampton Rangers,,,,,9,32,0,,0
2007,bermuda,David Hemp,14153,8 November 1970,Glamorgan Dragons,,,,,9,28.62,0,87,0
2007,bermuda,Kevin Hurdle,23685,30 December 1976,Young Men's Social Club,,,,,9,16.66,0,32.75,0
2007,bermuda,Malachi Jones,257574,26 June 1989,Southampton Rangers,,,,,5,12,0,88,0
2007,bermuda,Stefan Kelly,252869,24 August 1988,St. David's,,,,,5,,0,49.66,0
2007,bermuda,Dwayne Leverock,23742,14 July 1971,Southampton Rangers,,,,,13,11,0,22.58,1
2007,bermuda,Dean Minors,23688,6 January 1970,Flatts Victoria,wk,,,,12,36.9,0,,
2007,bermuda,Saleem Mukuddem,23755,20 January 1972,Western Stars,,,,,14,25.6,0,36.28,0
2007,bermuda,Steven Outerbridge,23704,20 May 1983,Baileys Bay,,,,,7,9.42,0,,
2007,bermuda,Oliver Pitcher,23702,27 May 1983,St. David's,,,,,,,,,
2007,bermuda,Clay Smith,23691,15 January 1971,Cleveland County,,,,,7,20.71,0,,
2007,bermuda,Janeiro Tucker,23694,15 March 1975,Southampton Rangers,,,,,14,21,0,36.12,0
2007,bermuda,Kwame Tucker,23729,28 September 1976,Southampton Rangers,wk,,,,10,10.12,0,,
2007,india,Rahul Dravid,28114,11 January 1973,Karnataka,c,,,,306,40.05,12,42.5,0
2007,india,Yuvraj Singh,36084,12 December 1981,Punjab,vc,,,,161,34.64,7,37.85,0
2007,india,Ajit Agarkar,26184,4 September 1977,Mumbai,,,,,178,15.3,0,27.41,2
2007,india,M.S. Dhoni,28081,7 July 1981,Jharkhand,wk,,,,62,44.95,2,,
2007,india,Sourav Ganguly,28779,8 July 1972,Bengal,,,,,282,40.88,22,37.31,2
2007,india,Harbhajan Singh,29264,3 July 1980,Punjab,,,,,143,12.92,0,31.74,2
2007,india,Dinesh Karthik,30045,1 June 1985,Tamil Nadu,,,,,9,19,0,,
2007,india,Zaheer Khan,30102,7 October 1978,Mumbai,,,,,114,13.61,0,27.92,0
2007,india,Anil Kumble,30176,17 October 1970,Karnataka,,,,,269,10.63,0,30.88,2
2007,india,Munaf Patel,32965,12 July 1983,Maharashtra,,,,,14,3,0,34.4,0
2007,india,Irfan Pathan,32685,27 October 1984,Baroda,,,,,73,25.15,0,25.91,1
2007,india,Virender Sehwag,35263,20 October 1978,Delhi,,,,,163,31.28,7,40.67,0
2007,india,Sreesanth,34274,6 February 1983,Kerala,,,,,24,1.4,0,36.87,1
2007,india,Sachin Tendulkar,35320,24 April 1973,Mumbai,,,,,378,44.22,41,43.82,2
2007,india,Robin Uthappa,35582,11 November 1985,Karnataka,,,,,5,39.2,0,,
2007,sri_lanka,Mahela Jayawardene,49289,27 May 1977,Sinhalese SC,c,,,,232,32.16,8,77,0
2007,sri_lanka,Russel Arnold,48122,25 October 1973,Nondescripts CC,,,,,165,35.25,1,45.48,0
2007,sri_lanka,Marvan Atapattu,48124,22 November 1970,Sinhalese SC,,,,,264,37.71,11,,0
2007,sri_lanka,Malinga Bandara,48284,31 December 1979,Ragama CC,,,,,19,12.14,0,30.56,0
2007,sri_lanka,Tillakaratne Dilshan,48472,14 October 1976,Bloomfield C&AC,,,,,105,28.49,1,41.52,0
2007,sri_lanka,Dilhara Fernando,48835,19 July 1979,Sinhalese SC,,,,,103,9.85,0,31.08,0
2007,sri_lanka,Sanath Jayasuriya,49209,30 June 1969,Bloomfield C&AC,,,,,375,32.87,23,36.8,4
2007,sri_lanka,Nuwan Kulasekara,49535,22 July 1982,Colts CC,,,,,15,4.75,0,51,0
2007,sri_lanka,Farveez Maharoof,49638,7 September 1984,Bloomfield C&AC,,,,,56,19.42,0,25.49,1
2007,sri_lanka,Lasith Malinga,49758,4 September 1983,Nondescripts CC,,,,,25,8.8,0,24.94,0
2007,sri_lanka,Muttiah Muralitharan,49636,17 April 1972,Tamil Union C&AC,,,,,287,5.8,0,23.07,8
2007,sri_lanka,Kumar Sangakkara,50710,27 October 1977,Nondescripts CC,wk,,,,185,36.41,5,,
2007,sri_lanka,Chamara Silva,50431,14 December 1979,Sebastianites C&AC,,,,,13,16.9,0,,
2007,sri_lanka,Upul Tharanga,50747,2 February 1985,Nondescripts CC,,,,,40,37.56,6,,
2007,sri_lanka,Chaminda Vaas,50804,27 January 1974,Colts CC,,,,,290,14,0,26.95,4
2007,canada,John Davison,23852,9 May 1970,Mosman,c,,,,17,27.11,1,22,0
2007,canada,Qaiser Ali,216920,20 December 1978,Adastrians,,,,,9,14.33,0,,0
2007,canada,Ashish Bagai,23797,26 January 1982,Toronto,,,,,21,33.35,1,,
2007,canada,Geoff Barnett,36383,3 February 1984,Central Districts Stags Meraloma,,,,,4,11.75,0,,
2007,canada,Umar Bhatti,23865,4 January 1984,Victoria Park,,,,,9,13.16,0,50.16,0
2007,canada,Ian Billcliff,23850,26 October 1972,University/Ellerslie,,,,,8,25.87,0,,
2007,canada,Desmond Chumney,23767,8 January 1968,Victoria Park,,,,,17,20.47,0,,
2007,canada,Austin Codrington,23848,22 August 1975,Victoria Park,,,,,8,6,0,23,1
2007,canada,George Codrington,23811,26 November 1966,Victoria Park,,,,,11,21.55,0,29.54,0
2007,canada,Anderson Cummins,51488,7 May 1966,Cavaliers,,,,,68,13.64,0,30.42,1
2007,canada,Sunil Dhaniram,51738,17 October 1968,Cavaliers,,,,,13,25,0,23.18,0
2007,canada,Asif Mulla,23899,5 May 1980,Yorkshire,wk,,,,7,25.14,0,,
2007,canada,Henry Osinde,55675,17 October 1978,WICC,,,,,50,7.3,0,34.08,2
2007,canada,Abdool Samad,23826,3 May 1979,Cavaliers,,,,,11,25.63,0,46,0
2007,canada,Kevin Sandher,23824,16 July 1980,Meraloma,,,,,12,8,0,30.76,0
2007,england,Michael Vaughan,22182,29 October 1974,Yorkshire Phoenix,c,,,,76,28.14,0,46.83,0
2007,england,James Anderson,8608,30 July 1982,Lancashire Lightning,,,,,57,7.41,0,26.51,0
2007,england,Ian Bell,9062,11 April 1982,Warwickshire Bears,,,,,32,37.7,0,14.66,0
2007,england,Ravi Bopara,10582,4 May 1985,Essex Eagles,,,,,,,,,
2007,england,Paul Collingwood,10772,26 May 1976,Durham Dynamos,,,,,109,31.09,2,37.79,1
2007,england,Jamie Dalrymple,11974,21 January 1981,Middlesex Crusaders,,,,,20,21.78,0,43.5,0
2007,england,Andrew Flintoff,12856,6 December 1977,Lancashire Lightning,,,,,111,33.96,3,26.62,0
2007,england,Ed Joyce,24249,22 September 1978,Middlesex Crusaders,,,,,8,20.62,0,,
2007,england,Jon Lewis,16281,26 August 1975,Gloucestershire Gladiators,,,,,12,6.6,0,25.7,0
2007,england,Sajid Mahmood,17944,21 December 1981,Lancashire Lightning,,,,,15,9.22,0,43.31,0
2007,england,Paul Nixon,18023,21 October 1970,Leicestershire Foxes,,,,,6,13.83,0,,
2007,england,Monty Panesar,18655,25 April 1982,Northamptonshire Steelbacks,,,,,5,6,0,36,0
2007,england,Kevin Pietersen,19296,27 June 1980,Hampshire Hawks,,,,,42,56.5,3,91,0
2007,england,Liam Plunkett,19264,6 April 1985,Durham Dynamos,,,,,18,20.45,0,43.15,0
2007,england,Andrew Strauss,20387,2 March 1977,Middlesex Crusaders,,,,,70,33.37,2,,0
2007,england,Stuart Broad,10617,24 June 1986,Leicestershire Foxes,,,,,5,,0,37,0
2007,kenya,Steve Tikolo,24728,25 June 1971,Swamibapa,c,,,,87,30.29,2,31.78,0
2007,kenya,Rajesh Bhudia,24773,22 November 1984,Kanbis,,,,,,,,,
2007,kenya,Jimmy Kamande,24697,12 December 1978,Parklands,,,,,35,14.45,0,46.26,0
2007,kenya,Tanmay Mishra,24790,22 December 1986,Aga Khan,,,,,21,30.11,0,,0
2007,kenya,Collins Obuya,24752,27 July 1981,Stray Lions,,,,,45,17.06,0,46.26,1
2007,kenya,David Obuya,24760,14 August 1979,Stray Lions,wk,,,,37,18.14,0,,
2007,kenya,Nehemiah Odhiambo,238612,7 August 1983,Swamibapa,,,,,14,10.28,0,44.4,0
2007,kenya,Thomas Odoyo,24705,12 May 1978,Kanbis,,,,,86,23.1,0,30.9,0
2007,kenya,Peter Ongondo,24762,10 February 1977,Swamibapa,,,,,43,12.04,0,29.07,0
2007,kenya,Lameck Onyango,24711,22 September 1973,Swamibapa,,,,,7,8.25,0,36.6,0
2007,kenya,Morris Ouma,24750,8 November 1982,Swamibapa,wk,,,,19,19.27,0,,
2007,kenya,Malhar Patel,24784,27 November 1983,Kanbis,,,,,3,13.33,0,,
2007,kenya,Ravindu Shah,24719,28 August 1972,Nairobi Gymkhana,,,,,49,28.02,1,,0
2007,kenya,Tony Suji,24723,5 February 1976,Swamibapa,,,,,53,13.48,0,58.63,0
2007,kenya,Hiren Varaiya,254114,9 April 1984,Nairobi Gymkhana,,,,,11,4,0,13.77,0
2007,new_zealand,Stephen Fleming,37000,1 April 1973,Wellington Firebirds,c,,,,265,31.84,6,28,0
2007,new_zealand,Shane Bond,36326,7 June 1975,Canterbury Wizards,,,,,55,14.61,0,19.91,3
2007,new_zealand,James Franklin,37004,7 November 1980,Wellington Firebirds,,,,,53,13.92,0,38.34,1
2007,new_zealand,Peter Fulton,37091,1 February 1979,Canterbury Wizards,,,,,24,30.8,1,,
2007,new_zealand,Mark Gillespie,37111,17 October 1979,Wellington Firebirds,,,,,10,11,0,35.09,0
2007,new_zealand,Michael Mason,37701,27 August 1974,Central Districts Stags,,,,,14,11,0,35.16,0
2007,new_zealand,Brendon McCullum,37737,27 September 1981,Canterbury Wizards,,,,,99,21.71,0,,
2007,new_zealand,Craig McMillan,37712,13 September 1976,Canterbury Wizards,,,,,184,27.27,2,34.81,0
2007,new_zealand,Jacob Oram,38062,28 July 1978,Central Districts Stags,,,,,90,22.32,1,30.1,2
2007,new_zealand,Jeetan Patel,38141,7 May 1980,Wellington Firebirds,,,,,16,5.5,0,30.17,0
2007,new_zealand,Scott Styris,38407,10 July 1975,Auckland Aces,,,,,118,29.12,3,31.74,1
2007,new_zealand,Ross Taylor,38699,8 March 1984,Central Districts Stags,,,,,13,38.63,1,,0
2007,new_zealand,Daryl Tuffey,38620,11 June 1978,Northern Districts Knights,,,,,76,7.3,0,29.92,0
2007,new_zealand,Daniel Vettori,38710,27 January 1979,Northern Districts Knights,,,,,187,14.97,0,33.16,1
2007,new_zealand,Lou Vincent,38714,11 November 1978,Auckland Aces,,,,,89,26.53,2,,0
2007,new_zealand,Chris Martin,37700,10 December 1979,Auckland Aces,,,,,9,1.2,0,36.09,0
2007,new_zealand,Hamish Marshall,37696,15 February 1979,Northern Districts Knights,,,,,63,26.92,1,,
2007,ireland,Trent Johnston,6038,29 April 1974,Clontarf,c,,,,5,23.33,0,102,0
2007,ireland,Andre Botha,44102,12 September 1975,North County,,,,,5,26.4,0,18.42,0
2007,ireland,Jeremy Bray,4433,30 November 1973,Eglinton,,,,,4,36.5,1,,
2007,ireland,Kenny Carroll,245287,22 March 1983,Railway Union,,,,,1,28,0,,
2007,ireland,Peter Gillespie,24243,11 May 1974,Strabane,,,,,3,0,0,,
2007,ireland,Dave LangfordSmith,243942,7 December 1976,Phoenix,,,,,4,7.5,0,20.22,0
2007,ireland,Kyle McCallan,24251,27 August 1975,Waringstown,,,,,5,48.66,0,28.2,0
2007,ireland,John Mooney,24237,10 February 1982,North County,,,,,4,34,0,41.5,0
2007,ireland,Paul Mooney,24261,15 October 1976,North County,,,,,2,,0,,0
2007,ireland,Eoin Morgan,24598,10 September 1986,Middlesex Crusaders,,,,,3,46.66,0,,
2007,ireland,Kevin O'Brien,24605,4 March 1984,Railway Union,,,,,4,31.5,0,45.66,0
2007,ireland,Niall O'Brien,24289,8 November 1981,Northamptonshire Steelbacks,wk,,,,4,30,0,,
2007,ireland,William Porterfield,24611,6 September 1984,Rush,,,,,4,60.66,1,,
2007,ireland,Boyd Rankin,24599,5 July 1984,Derbyshire Phantoms,,,,,1,,,,0
2007,ireland,Andrew White,24286,3 July 1980,Northamptonshire Steelbacks,,,,,5,25.33,0,22.25,0
2007,pakistan,InzamamulHaq,40570,3 March 1970,"WAPDA,Multan",c,,,,370,39.96,10,21.33,0
2007,pakistan,Azhar Mahmood,39024,28 February 1975,"HBL,Islamabad Surrey Lions",,,,,139,18.19,0,38.86,3
2007,pakistan,Danish Kaneria,40043,16 December 1980,"HBL,Karachi Harbour",,,,,16,3,0,49.16,0
2007,pakistan,Imran Nazir,40563,31 December 1981,"NBP,Sialkot",,,,,61,23.59,1,48,0
2007,pakistan,Kamran Akmal,41028,13 January 1982,"NBP,Lahore Ravi",wk,,,,57,26.9,3,,
2007,pakistan,Mohammad Hafeez,41434,17 October 1980,"SNGPL,Faisalabad",,,,,42,19.46,0,33.77,0
2007,pakistan,Mohammad Sami,41324,24 February 1981,"NBP,Karachi",,,,,78,9.95,0,28.54,1
2007,pakistan,Mohammad Yousuf,43650,27 August 1974,"WAPDA,Lahore Ravi",,,,,228,41.34,11,,0
2007,pakistan,Rana NavedulHasan,42272,28 February 1978,"WAPDA,Sialkot Sussex Sharks",,,,,56,14,0,25.68,1
2007,pakistan,Rao Iftikhar,40591,1 December 1980,"ZTBL,Islamabad",,,,,25,85,0,47.31,0
2007,pakistan,Shahid Afridi,42639,1 March 1980,"HBL,Karachi Harbour",,,,,234,22.91,4,36.4,2
2007,pakistan,Shoaib Malik,42657,1 February 1982,"PIA,Sialkot",,,,,129,32.77,5,34.28,0
2007,pakistan,Umar Gul,43524,14 April 1984,"HBL,Peshawar",,,,,25,11.33,0,29.43,1
2007,pakistan,Yasir Arafat,43654,12 March 1982,"KRL,Rawalpindi Sussex Sharks",,,,,7,12,0,58.25,0
2007,pakistan,Younis Khan,43652,29 November 1977,"HBL,Peshawar",,,,,143,31.63,2,101,0
2007,west_indies,Brian Lara,52337,2 May 1969,Trinidad and Tobago,c,,,,290,40.54,19,15.25,0
2007,west_indies,Ian Bradshaw,51246,9 July 1974,Barbados,,,,,59,11.86,0,28.05,0
2007,west_indies,Dwayne Bravo,51439,7 October 1983,"Trinidad and Tobago,Kent Spitfires",,,,,59,24,1,31.77,0
2007,west_indies,Shivnarine Chanderpaul,51469,18 August 1974,Guyana,,,,,208,37.98,5,44.07,0
2007,west_indies,Corey Collymore,51481,21 December 1977,Barbados,,,,,77,5.12,0,34.49,1
2007,west_indies,Chris Gayle,51880,21 September 1979,Jamaica,,,,,159,38.74,15,31.92,1
2007,west_indies,Kieron Pollard,230559,12 May 1987,Trinidad and Tobago,,,,,,,,,
2007,west_indies,Daren Powell,52790,15 April 1978,Jamaica,,,,,15,2.66,0,41.78,0
2007,west_indies,Denesh Ramdin,52917,13 March 1985,Trinidad and Tobago,wk,,,,22,27.46,0,,
2007,west_indies,Marlon Samuels,52983,5 February 1981,Jamaica,,,,,83,29.76,2,40.98,0
2007,west_indies,Ramnaresh Sarwan,52969,23 June 1980,Guyana,,,,,115,44.33,3,39.9,0
2007,west_indies,Lendl Simmons,53116,25 January 1985,Trinidad and Tobago,,,,,6,18.66,0,,0
2007,west_indies,Devon Smith,52962,21 October 1981,Windward Islands,,,,,10,25,0,,
2007,west_indies,Dwayne Smith,53118,12 April 1983,Barbados,,,,,59,15.63,0,38.17,1
2007,west_indies,Jerome Taylor,53191,22 June 1984,Jamaica,,,,,28,7,0,26.72,0
2007,zimbabwe,Prosper Utseya,55820,26 March 1985,Manicaland,c,,,,55,10.72,0,51.19,0
2007,zimbabwe,Gary Brent,55269,13 January 1976,Manicaland,,,,,54,10.45,0,36.05,0
2007,zimbabwe,Justice Chibhabha,55354,6 September 1986,Mashonaland,,,,,20,24.9,0,65,0
2007,zimbabwe,Elton Chigumbura,55343,14 March 1986,Manicaland,,,,,49,22.57,0,57.38,0
2007,zimbabwe,Keith Dabengwa,55388,17 August 1980,Matabeleland,,,,,10,25.6,0,40.83,0
2007,zimbabwe,Terry Duffin,55391,20 March 1982,Matabeleland,,,,,18,25.05,0,,
2007,zimbabwe,Anthony Ireland,55522,30 August 1984,Midlands,,,,,21,3,0,32.17,0
2007,zimbabwe,Friday Kasteni,55551,25 March 1988,Midlands,wk,,,,,,,,
2007,zimbabwe,Stuart Matsikenyeri,55612,3 May 1983,Manicaland,,,,,60,19.37,0,50.38,0
2007,zimbabwe,Christopher Mpofu,55633,27 November 1985,Matabeleland,,,,,14,3.33,0,39.92,0
2007,zimbabwe,Tawanda Mupariwa,55652,16 April 1985,Matabeleland,,,,,19,13.54,0,26.21,0
2007,zimbabwe,Ed Rainsford,55740,14 December 1984,Midlands,,,,,22,5.28,0,39.9,0
2007,zimbabwe,Vusi Sibanda,55787,10 October 1983,Midlands,,,,,42,20,1,43.5,0
2007,zimbabwe,Brendan Taylor,55814,6 February 1983,Mashonaland,wk,,,,57,28.67,0,28,0
2007,zimbabwe,Sean Williams,55870,26 September 1986,Matabeleland,,,,,9,24.87,0,104,0
2011,australia,Ricky Ponting,7133,19 December 1974,Tasmania,c,,,,352,42.75,29,34.66,0
2011,australia,Michael Clarke,4578,2 April 1981,New South Wales,vc,,,,187,43.3,5,36.3,1
2011,australia,Callum Ferguson,5236,21 November 1984,South Australia,,,,,26,46.07,0,,
2011,australia,Brad Haddin,5560,23 October 1977,New South Wales,wk,,,,74,32.25,2,,
2011,australia,John Hastings,228622,4 November 1985,Victoria,,,,,5,16,0,40.4,0
2011,australia,David Hussey,5766,15 July 1977,Victoria,,,,,28,30.66,1,32.5,0
2011,australia,Michael Hussey,5939,27 May 1975,Western Australia,,,,,151,51.96,2,113.5,0
2011,australia,Mitchell Johnson,6033,2 November 1981,Western Australia,,,,,87,16.12,0,26.73,2
2011,australia,Jason Krejza,6235,14 January 1983,Tasmania,,,,,,,,,
2011,australia,Brett Lee,6278,8 November 1976,New South Wales,,,,,191,16.42,0,22.91,9
2011,australia,Tim Paine,7252,8 December 1984,Tasmania,wk,,,,24,31.52,1,,
2011,australia,Steve Smith,7656,2 June 1989,New South Wales,,,,,28,39.13,2,,0
2011,australia,Shaun Tait,8076,22 February 1983,South Australia,,,,,26,12.5,0,23.69,0
2011,australia,Shane Watson,8180,17 June 1981,New South Wales,,,,,122,40.76,5,27.99,0
2011,australia,Cameron White,8291,18 August 1983,Victoria,,,,,77,37.31,2,28.75,0
2011,canada,Ashish Bagai,23797,26 January 1982,Ontario,c/wk,,,,54,37.73,2,,
2011,canada,Rizwan Cheema,361952,15 August 1978,Ontario,vc,,,,21,27.52,0,32.78,0
2011,canada,Harvir Baidwan,355583,31 July 1987,Ontario,,,,,19,24.5,0,31.62,0
2011,canada,Balaji Rao,26826,4 March 1978,Ontario,,,,,4,12.33,0,49.66,0
2011,canada,John Davison,23852,9 May 1970,Toronto,,,,,27,29.46,1,28.06,0
2011,canada,Parth Desai,440977,11 December 1990,Ontario,,,,,9,2.5,0,36.5,0
2011,canada,Tyson Gordon,208755,31 January 1982,Alberta,,,,,,,,,
2011,canada,Ruvindu Gunasekera,307075,20 July 1991,Ontario,,,,,3,44.66,0,,
2011,canada,Jimmy Hansra,418615,29 December 1984,British Columbia,,,,,7,28.33,0,22.75,0
2011,canada,Khurram Chohan,41224,22 February 1980,Alberta,,,,,15,15.33,0,27,0
2011,canada,Nitish Kumar,348129,21 May 1994,Ontario,,,,,5,17.25,0,,
2011,canada,Henry Osinde,55675,17 October 1978,Ontario,,,,,50,7.3,0,34.08,2
2011,canada,Hiral Patel,414248,10 August 1991,Ontario,,,,,12,13.58,0,48,0
2011,canada,Zubin Surkari,23803,26 February 1980,Ontario,,,,,15,19.09,0,,
2011,canada,Karl Whatham,492924,27 August 1981,British Columbia,,,,,,,,,
2011,canada,Hamza Tariq,414397,21 July 1990,British Columbia,wk,,,,,,,,
2011,kenya,Jimmy Kamande,24697,12 December 1978,Nairobi Gymkhana,c,,,,81,18.03,0,44.42,0
2011,kenya,Maurice Ouma,24750,8 November 1982,Western Chiefs,wk,,,,67,21.15,0,,
2011,kenya,Tanmay Mishra,24790,22 December 1986,Nairobi Gymkhana,,,,,29,31.73,0,,0
2011,kenya,James Ngoche,308691,29 January 1988,Western Chiefs,,,,,9,3.83,0,18.23,0
2011,kenya,Alex Obanda,291844,25 December 1987,Eastern Aces,,,,,37,34.18,0,,
2011,kenya,Collins Obuya,24752,27 July 1981,Western Chiefs,,,,,86,24.07,0,50.75,1
2011,kenya,David Obuya,24760,14 August 1979,Northern Nomads,wk,,,,67,19.71,0,,
2011,kenya,Nehemiah Odhiambo,238612,7 August 1983,Southern Stars,,,,,53,12.14,0,34.29,0
2011,kenya,Thomas Odoyo,24705,12 May 1978,Southern Rocks,,,,,129,24.12,1,29.66,0
2011,kenya,Peter Ongondo,24762,10 February 1977,Western Chiefs,,,,,77,9.39,0,29.46,1
2011,kenya,Elijah Otieno,293031,3 January 1988,Eastern Aces,,,,,16,5.4,0,42.33,0
2011,kenya,Rakep Patel,267455,12 July 1989,Northern Nomads,,,,,23,16.84,0,,0
2011,kenya,Steve Tikolo,24728,25 June 1971,Southern Rocks,,,,,129,29.88,3,32.86,0
2011,kenya,Seren Waters,352894,11 April 1990,Surrey,,,,,14,21.35,0,,
2011,kenya,Shem Ngoche,308515,6 June 1989,Northern Nomads,,,,,5,5,0,35.75,0
2011,new_zealand,Daniel Vettori,38710,27 January 1979,Northern Districts,c,,,,265,17.13,0,31.32,2
2011,new_zealand,Brendon McCullum,37737,27 September 1981,Otago,wk,,,,181,28.41,2,,
2011,new_zealand,Hamish Bennett,226493,22 February 1987,Canterbury,,,,,5,,0,19.12,0
2011,new_zealand,James Franklin,37004,7 November 1980,Wellington,,,,,80,24.2,0,39.71,1
2011,new_zealand,Martin Guptill,226492,30 September 1986,Auckland,,,,,41,33.71,1,26.5,0
2011,new_zealand,Jamie How,37265,19 May 1981,Central Districts,,,,,37,31.09,1,,
2011,new_zealand,Nathan McCullum,37749,1 September 1980,Otago,,,,,16,16.69,0,47.45,0
2011,new_zealand,Kyle Mills,37740,15 March 1979,Auckland,,,,,124,16.64,0,26.51,1
2011,new_zealand,Jacob Oram,38062,28 July 1978,Central Districts,,,,,144,24.66,1,30.53,2
2011,new_zealand,Jesse Ryder,38373,6 August 1984,Wellington,,,,,26,34.09,1,31.8,0
2011,new_zealand,Tim Southee,232364,11 November 1988,Northern Districts,,,,,41,9.25,0,33.13,1
2011,new_zealand,Scott Styris,38407,10 July 1975,Northern Districts,,,,,177,32.79,4,35.89,1
2011,new_zealand,Ross Taylor,38699,8 March 1984,Central Districts,,,,,96,35.37,3,,0
2011,new_zealand,Kane Williamson,277906,8 August 1990,Northern Districts,,,,,10,26.44,1,103,0
2011,new_zealand,Luke Woodcock,38920,19 March 1982,Wellington,,,,,1,11,0,,0
2011,pakistan,Shahid Afridi,42639,1 March 1980,Karachi,c,,,,309,23.93,6,35.27,3
2011,pakistan,MisbahulHaq,41378,28 May 1974,Faisalabad,vc,,,,61,38.11,0,,0
2011,pakistan,Kamran Akmal,41028,13 January 1982,Lahore,wk,,,,126,26.71,5,,
2011,pakistan,Abdul Razzaq,39836,2 December 1979,Lahore,,,,,251,30.44,3,31.98,3
2011,pakistan,Abdur Rehman,39091,1 March 1980,Sialkot,,,,,15,7.66,0,46.33,0
2011,pakistan,Ahmed Shehzad,259410,23 November 1991,Lahore,,,,,6,26.2,0,,0
2011,pakistan,Asad Shafiq,316397,28 January 1986,Karachi,,,,,11,21.81,0,,
2011,pakistan,Mohammad Hafeez,41434,17 October 1980,Faisalabad,,,,,61,23.1,1,35.04,0
2011,pakistan,Saeed Ajmal,42699,14 October 1977,Faisalabad,,,,,35,8.21,0,30.52,0
2011,pakistan,Shoaib Akhtar,42655,13 August 1975,Islamabad,,,,,158,9.11,0,24.69,4
2011,pakistan,Junaid Khan,259551,24 December 1989,Abbottabad,,,,,,,,,
2011,pakistan,Umar Akmal,317273,26 May 1990,Lahore,,,,,27,36,1,,
2011,pakistan,Umar Gul,43524,14 April 1984,Peshawar,,,,,77,9.03,0,26.67,2
2011,pakistan,Wahab Riaz,43590,28 June 1985,Lahore,,,,,11,7.57,0,27,0
2011,pakistan,Younis Khan,43652,29 November 1977,Peshawar,,,,,210,32.33,6,119.5,0
2011,sri_lanka,Kumar Sangakkara,50710,27 October 1977,Kandurata,c/wk,,,,280,36.76,10,,
2011,sri_lanka,Mahela Jayawardene,49289,27 May 1977,Wayamba,,,,,330,32.47,12,79.71,0
2011,sri_lanka,Tillakaratne Dilshan,48472,14 October 1976,Basnahira,vc,,,,192,35.35,8,42.9,0
2011,sri_lanka,Dilhara Fernando,48835,19 July 1979,Kandurata,,,,,140,9.95,0,29.87,1
2011,sri_lanka,Rangana Herath,49178,19 March 1978,Wayamba,,,,,9,2,0,23.88,0
2011,sri_lanka,Chamara Kapugedera,209457,24 February 1987,Kandurata,,,,,83,22.95,0,105.5,0
2011,sri_lanka,Nuwan Kulasekara,49535,22 July 1982,Kandurata,,,,,82,16.96,0,29.2,0
2011,sri_lanka,Lasith Malinga,49758,28 August 1983,Basnahira,,,,,76,8.75,0,27.48,1
2011,sri_lanka,Angelo Mathews,49764,2 June 1987,Basnahira,,,,,33,33.3,0,29.62,1
2011,sri_lanka,Ajantha Mendis,268739,11 March 1985,Wayamba,,,,,45,7.58,0,20.01,3
